timestamp,sensor_name,sensor_state,activity_name
2009-02-02 08:46:44.106528,M17,OFF,Meal_Preparation
2009-02-02 08:46:48.639878,M14,OFF,Meal_Preparation
2009-02-02 08:46:56.238459,AD1-A,3.13802,Meal_Preparation
2009-02-02 08:46:56.385090,AD1-A,2.81762,Meal_Preparation
2009-02-02 08:46:57.986079,M14,OFF,Meal_Preparation
2009-02-02 08:46:58.195680,M51,ON,Meal_Preparation
2009-02-02 08:47:08.049790,M18,ON,Meal_Preparation
2009-02-02 08:47:10.883180,M17,OFF,Meal_Preparation
2009-02-02 08:47:16.889000,M17,OFF,Meal_Preparation
2009-02-02 08:47:21.330939,AD1-A,2.81965,Meal_Preparation
2009-02-02 08:47:24.364208,M15,OFF,Meal_Preparation
2009-02-02 08:47:26.010308,AD1-A,3.04005,Meal_Preparation
2009-02-02 08:47:29.212018,M17,OFF,Meal_Preparation
2009-02-02 08:47:29.370958,AD1-A,3.08317,Meal_Preparation
2009-02-02 08:47:31.251277,M31,OFF,Meal_Preparation
2009-02-02 08:47:31.416426,AD1-A,2.82582,Meal_Preparation
2009-02-02 08:47:34.157796,M17,OFF,Meal_Preparation
2009-02-02 08:47:40.155285,M31,ON,Meal_Preparation
2009-02-02 08:47:43.780356,M17,ON,Meal_Preparation
2009-02-02 08:47:50.557026,AD1-A,2.81973,Meal_Preparation
2009-02-02 08:47:50.868185,M17,OFF,Meal_Preparation
2009-02-02 08:47:54.119874,M18,ON,Meal_Preparation
2009-02-02 08:47:56.741214,M16,ON,Meal_Preparation
2009-02-02 08:47:59.852904,M18,ON,Meal_Preparation
2009-02-02 08:48:01.885463,M16,OFF,Meal_Preparation
2009-02-02 08:48:03.063784,M17,ON,Meal_Preparation
2009-02-02 08:48:04.078853,AD1-A,3.19106,Meal_Preparation
2009-02-02 08:48:07.809573,M18,ON,Meal_Preparation
2009-02-02 08:48:19.145593,M17,OFF,Meal_Preparation
2009-02-02 08:48:33.811404,AD1-A,2.90247,Meal_Preparation
2009-02-02 08:48:36.609054,M21,ON,Meal_Preparation
2009-02-02 08:48:44.607674,AD1-B,0.515398,Meal_Preparation
2009-02-02 08:48:44.775833,M14,ON,Meal_Preparation
2009-02-02 08:48:44.958243,AD1-B,0.465632,Meal_Preparation
2009-02-02 08:48:45.164353,M17,OFF,Meal_Preparation
2009-02-02 08:48:48.871883,M16,OFF,Meal_Preparation
2009-02-02 08:48:49.870833,M20,OFF,Meal_Preparation
2009-02-02 08:48:58.391814,M51,ON,Meal_Preparation
2009-02-02 08:49:00.005794,M17,OFF,Meal_Preparation
2009-02-02 08:49:06.932554,M31,OFF,Meal_Preparation
2009-02-02 08:49:07.449744,M15,ON,Meal_Preparation
2009-02-02 08:49:07.829974,M18,ON,Meal_Preparation
2009-02-02 08:49:09.908204,M19,OFF,Meal_Preparation
2009-02-02 08:49:14.805984,M16,ON,Meal_Preparation
2009-02-02 08:49:20.148925,M15,ON,Meal_Preparation
2009-02-02 08:49:23.130034,M17,ON,Meal_Preparation
2009-02-02 08:49:26.741294,M16,ON,Meal_Preparation
2009-02-02 08:49:26.961004,M15,ON,Meal_Preparation
2009-02-02 08:49:30.563253,M17,OFF,Meal_Preparation
2009-02-02 08:49:39.633673,AD1-B,0.500008,Meal_Preparation
2009-02-02 08:49:43.056093,AD1-A,2.79559,Meal_Preparation
2009-02-02 08:49:46.209783,M09,OFF,Meal_Preparation
2009-02-02 08:49:55.078664,M19,ON,Meal_Preparation
2009-02-02 08:49:58.476014,M14,ON,Meal_Preparation
2009-02-02 08:50:00.869814,M17,OFF,Meal_Preparation
2009-02-02 08:50:02.958134,M19,OFF,Meal_Preparation
2009-02-02 08:50:08.220394,M18,OFF,Meal_Preparation
2009-02-02 08:50:08.490525,AD1-B,0.518328,Meal_Preparation
2009-02-02 08:50:09.602875,M17,OFF,Meal_Preparation
2009-02-02 08:50:11.810686,M17,OFF,Meal_Preparation
2009-02-02 08:50:18.435026,M15,ON,Meal_Preparation
2009-02-02 08:50:24.348035,M16,ON,Meal_Preparation
2009-02-02 08:50:25.071345,M16,OFF,Meal_Preparation
2009-02-02 08:50:34.008065,M51,OFF,Meal_Preparation
2009-02-02 08:50:36.134876,M17,ON,Meal_Preparation
2009-02-02 08:50:40.398426,M51,OFF,Meal_Preparation
2009-02-02 08:50:40.639016,M29,OFF,Meal_Preparation
2009-02-02 08:50:43.437606,M16,ON,Meal_Preparation
2009-02-02 09:01:34.066137,AD1-A,3.35146,Meal_Preparation
2009-02-02 09:01:37.101286,M19,ON,Meal_Preparation
2009-02-02 09:01:48.276116,M15,ON,Meal_Preparation
2009-02-02 09:01:49.391685,M16,ON,Meal_Preparation
2009-02-02 09:01:50.100275,D09,OPEN,Meal_Preparation
2009-02-02 09:01:52.267185,M17,ON,Meal_Preparation
2009-02-02 09:01:55.477545,M16,OFF,Meal_Preparation
2009-02-02 09:01:55.921515,AD1-B,0.0317974,Meal_Preparation
2009-02-02 09:02:04.069064,M17,OFF,Meal_Preparation
2009-02-02 09:02:08.091114,AD1-A,2.94919,Meal_Preparation
2009-02-02 09:02:10.102554,M16,OFF,Meal_Preparation
2009-02-02 09:02:10.413494,M51,ON,Meal_Preparation
2009-02-02 09:02:10.839274,M14,ON,Meal_Preparation
2009-02-02 09:02:13.163884,M39,ON,Meal_Preparation
2009-02-02 09:02:13.384904,M17,ON,Meal_Preparation
2009-02-02 09:02:15.429745,M16,OFF,Meal_Preparation
2009-02-02 09:02:17.211685,M19,ON,Meal_Preparation
2009-02-02 09:02:20.263606,M15,ON,Meal_Preparation
2009-02-02 09:02:20.426716,M17,ON,Meal_Preparation
2009-02-02 09:02:20.885895,M17,ON,Meal_Preparation
2009-02-02 09:02:21.080195,M17,ON,Meal_Preparation
2009-02-02 09:02:24.710354,M15,OFF,Meal_Preparation
2009-02-02 09:02:36.340594,M16,OFF,Meal_Preparation
2009-02-02 09:06:50.088415,M16,ON,Meal_Preparation
2009-02-02 09:10:06.232416,M17,ON,Meal_Preparation
2009-02-02 09:57:36.402476,AD1-B,0.184925,Meal_Preparation
2009-02-02 09:57:38.759105,M19,OFF,Meal_Preparation
2009-02-02 09:57:42.962555,M16,OFF,Meal_Preparation
2009-02-02 09:57:51.914615,M06,ON,Meal_Preparation
2009-02-02 09:57:53.811136,M15,OFF,Meal_Preparation
2009-02-02 09:57:54.452926,M17,ON,Meal_Preparation
2009-02-02 09:57:54.767215,M17,OFF,Meal_Preparation
2009-02-02 09:57:56.418506,M14,ON,Meal_Preparation
2009-02-02 09:57:57.547425,M18,OFF,Meal_Preparation
2009-02-02 09:58:01.194845,M18,ON,Meal_Preparation
2009-02-02 09:58:13.211424,M16,ON,Meal_Preparation
2009-02-02 09:58:15.828123,M17,OFF,Meal_Preparation
2009-02-02 09:58:21.664272,M16,ON,Meal_Preparation
2009-02-02 09:58:22.038402,AD1-A,3.05934,Meal_Preparation
2009-02-02 09:58:24.894953,AD1-A,3.04434,Meal_Preparation
2009-02-02 09:58:25.544883,M18,ON,Meal_Preparation
2009-02-02 09:58:31.496613,AD1-A,2.89903,Meal_Preparation
2009-02-02 09:58:34.536762,AD1-B,0.463054,Meal_Preparation
2009-02-02 09:58:35.594331,M45,ON,Meal_Preparation
2009-02-02 09:58:37.090961,M17,ON,Meal_Preparation
2009-02-02 09:58:42.881370,AD1-C,0.0897279,Meal_Preparation
2009-02-02 09:58:43.274901,M31,OFF,Meal_Preparation
2009-02-02 09:58:54.541441,M51,ON,Meal_Preparation
2009-02-02 09:58:58.342110,M16,OFF,Meal_Preparation
2009-02-02 09:59:03.182390,D08,CLOSE,Meal_Preparation
2009-02-02 09:59:08.360090,M17,ON,Meal_Preparation
2009-02-02 09:59:12.207560,M17,ON,Meal_Preparation
2009-02-02 09:59:14.518510,M17,ON,Meal_Preparation
2009-02-02 09:59:14.658491,AD1-A,2.79715,Meal_Preparation
2009-02-02 09:59:15.297511,AD1-A,2.79473,Meal_Preparation
2009-02-02 09:59:19.912701,M17,ON,Meal_Preparation
2009-02-02 09:59:25.968701,M51,ON,Meal_Preparation
2009-02-02 09:59:32.473591,M18,ON,Meal_Preparation
2009-02-02 09:59:35.406011,AD1-A,2.81129,Meal_Preparation
2009-02-02 09:59:36.088330,M18,ON,Meal_Preparation
2009-02-02 09:59:36.462771,M15,OFF,Meal_Preparation
2009-02-02 09:59:37.175221,M15,ON,Meal_Preparation
2009-02-02 09:59:39.575381,M51,OFF,Meal_Preparation
2009-02-02 09:59:49.844570,M17,OFF,Meal_Preparation
2009-02-02 09:59:51.556660,M31,ON,Meal_Preparation
2009-02-02 09:59:53.709740,M20,ON,Meal_Preparation
2009-02-02 09:59:53.934810,M18,ON,Meal_Preparation
2009-02-02 09:59:54.097920,AD1-B,0.030313,Meal_Preparation
2009-02-02 09:59:54.594841,AD1-A,3.22911,Meal_Preparation
2009-02-02 09:59:58.270041,AD1-A,2.94723,Meal_Preparation
2009-02-02 09:59:58.510822,M16,ON,Meal_Preparation
2009-02-02 10:00:07.984023,AD1-B,0.523719,Meal_Preparation
2009-02-02 10:00:09.885933,AD1-B,0.464499,Meal_Preparation
2009-02-02 10:00:11.197023,M16,OFF,Meal_Preparation
2009-02-02 10:00:11.308264,M17,OFF,Meal_Preparation
2009-02-02 10:00:11.880274,M31,OFF,Meal_Preparation
2009-02-02 10:00:17.889283,M17,OFF,Meal_Preparation
2009-02-02 10:00:18.131213,AD1-B,0.498758,Meal_Preparation
2009-02-02 10:00:19.048592,M18,ON,Meal_Preparation
2009-02-02 10:00:19.896483,M15,ON,Meal_Preparation
2009-02-02 10:00:20.902344,M15,OFF,Meal_Preparation
2009-02-02 10:00:21.077653,AD1-A,2.79457,Meal_Preparation
2009-02-02 10:00:30.316583,M20,ON,Meal_Preparation
2009-02-02 10:00:33.205014,M17,ON,Meal_Preparation
2009-02-02 10:00:41.035664,M31,OFF,Meal_Preparation
2009-02-02 10:00:43.125714,M14,OFF,Meal_Preparation
2009-02-02 10:00:45.454135,M18,OFF,Meal_Preparation
2009-02-02 10:00:49.937534,M05,OFF,Meal_Preparation
2009-02-02 10:00:52.106815,M17,ON,Meal_Preparation
2009-02-02 10:00:58.191876,M17,OFF,Meal_Preparation
2009-02-02 10:01:02.360416,M14,OFF,Meal_Preparation
2009-02-02 10:01:07.715906,M16,OFF,Meal_Preparation
2009-02-02 10:01:07.981386,M31,OFF,Meal_Preparation
2009-02-02 10:01:16.984956,M39,ON,Meal_Preparation
2009-02-02 10:01:19.329516,M17,OFF,Meal_Preparation
2009-02-02 10:01:21.470387,D09,OPEN,Meal_Preparation
2009-02-02 10:01:21.807827,AD1-B,0.508445,Meal_Preparation
2009-02-02 10:01:22.624597,AD1-C,0.192269,Meal_Preparation
2009-02-02 10:01:25.711408,AD1-B,0.317466,Meal_Preparation
2009-02-02 10:01:29.425238,M17,OFF,Meal_Preparation
2009-02-02 10:01:30.096888,M16,OFF,Meal_Preparation
2009-02-02 10:01:35.264629,M17,OFF,Meal_Preparation
2009-02-02 10:01:38.372378,M13,OFF,Meal_Preparation
2009-02-02 10:01:39.256747,M31,OFF,Meal_Preparation
2009-02-02 10:01:42.899317,M15,ON,Meal_Preparation
2009-02-02 10:01:46.564376,M16,ON,Meal_Preparation
2009-02-02 10:01:48.038766,AD1-A,3.23708,Meal_Preparation
2009-02-02 10:01:50.438166,M16,OFF,Meal_Preparation
2009-02-02 10:01:51.396445,M19,OFF,Meal_Preparation
2009-02-02 10:01:54.826686,M51,ON,Meal_Preparation
2009-02-02 10:01:55.157715,AD1-B,0.440007,Meal_Preparation
2009-02-02 10:01:55.344695,M17,ON,Meal_Preparation
2009-02-02 10:01:55.458696,M51,ON,Meal_Preparation
2009-02-02 10:01:58.448607,M17,ON,Meal_Preparation
2009-02-02 10:01:58.648777,M17,OFF,Meal_Preparation
2009-02-02 10:02:00.757706,M19,OFF,Meal_Preparation
2009-02-02 10:02:00.988806,M17,OFF,Meal_Preparation
2009-02-02 10:02:01.296366,M17,OFF,Meal_Preparation
2009-02-02 10:02:02.192827,M17,OFF,Meal_Preparation
2009-02-02 10:02:06.310176,M15,ON,Meal_Preparation
2009-02-02 10:02:06.648666,M17,ON,Meal_Preparation
2009-02-02 10:02:08.029656,M17,ON,Meal_Preparation
2009-02-02 10:02:08.761216,M17,OFF,Meal_Preparation
2009-02-02 10:02:09.355796,M17,ON,Meal_Preparation
2009-02-02 10:02:17.697866,M18,OFF,Meal_Preparation
2009-02-02 10:02:18.531996,AD1-A,2.95559,Meal_Preparation
2009-02-02 10:02:18.959337,AD1-A,2.79934,Meal_Preparation
2009-02-02 10:02:19.183297,AD1-B,0.497664,Meal_Preparation
2009-02-02 10:02:19.715998,M17,OFF,Meal_Preparation
2009-02-02 10:02:19.978319,AD1-B,0.520008,Meal_Preparation
2009-02-02 10:02:28.158410,M17,OFF,Meal_Preparation
2009-02-02 10:02:42.952529,M17,OFF,Meal_Preparation
2009-02-02 10:02:44.560270,AD1-B,0.5145,Meal_Preparation
2009-02-02 10:02:44.786459,M18,OFF,Meal_Preparation
2009-02-02 10:02:45.622339,M16,OFF,Meal_Preparation
2009-02-02 10:02:46.254769,M13,OFF,Meal_Preparation
2009-02-02 10:02:47.506189,M16,ON,Meal_Preparation
2009-02-02 10:02:50.156580,M18,OFF,Meal_Preparation
2009-02-02 10:02:50.300010,M31,OFF,Meal_Preparation
2009-02-02 10:02:50.496680,M31,ON,Meal_Preparation
2009-02-02 10:02:51.336519,M17,ON,Meal_Preparation
2009-02-02 10:03:09.246149,M16,OFF,Meal_Preparation
2009-02-02 10:03:09.985769,M13,ON,Meal_Preparation
2009-02-02 10:03:12.296388,M15,ON,Meal_Preparation
2009-02-02 10:03:17.448598,M14,OFF,Meal_Preparation
2009-02-02 10:03:18.854828,AD1-B,0.0800012,Meal_Preparation
2009-02-02 10:03:19.660278,M15,OFF,Meal_Preparation
2009-02-02 10:03:20.437739,M16,ON,Meal_Preparation
2009-02-02 10:03:21.136220,M16,ON,Meal_Preparation
2009-02-02 10:03:23.503391,M17,ON,Meal_Preparation
2009-02-02 10:03:23.882371,M17,ON,Meal_Preparation
2009-02-02 10:03:24.678670,M16,ON,Meal_Preparation
2009-02-02 10:03:26.691970,M18,OFF,Meal_Preparation
2009-02-02 10:03:39.819960,M16,ON,Meal_Preparation
2009-02-02 10:03:40.062121,M16,OFF,Meal_Preparation
2009-02-02 10:03:40.790041,AD1-A,2.97583,Meal_Preparation
2009-02-02 10:03:41.073191,M17,OFF,Meal_Preparation
2009-02-02 10:03:42.194441,AD1-B,0.457351,Meal_Preparation
2009-02-02 10:03:42.433431,M17,ON,Meal_Preparation
2009-02-02 10:03:42.783661,M17,OFF,Meal_Preparation
2009-02-02 10:03:51.817541,M16,ON,Meal_Preparation
2009-02-02 10:03:54.080440,M17,OFF,Meal_Preparation
2009-02-02 10:03:55.167569,M15,OFF,Meal_Preparation
2009-02-02 10:04:07.668079,M17,ON,Meal_Preparation
2009-02-02 10:04:07.969529,AD1-B,0.223753,Meal_Preparation
2009-02-02 10:04:08.919118,AD1-A,3.02169,Meal_Preparation
2009-02-02 10:04:09.310549,AD1-C,0.104806,Meal_Preparation
2009-02-02 10:04:09.463679,M16,ON,Meal_Preparation
2009-02-02 10:04:15.488179,M17,ON,Meal_Preparation
2009-02-02 10:04:31.428618,AD1-A,2.82137,Meal_Preparation
2009-02-02 10:04:48.706548,M15,OFF,Meal_Preparation
2009-02-02 10:04:48.869308,M25,OFF,Meal_Preparation
2009-02-02 10:04:54.315899,AD1-B,0.486921,Meal_Preparation
2009-02-02 10:04:54.656568,M15,ON,Meal_Preparation
2009-02-02 10:04:55.541028,M09,ON,Meal_Preparation
2009-02-02 10:04:56.198738,M17,ON,Meal_Preparation
2009-02-02 10:04:58.762187,M18,OFF,Meal_Preparation
2009-02-02 10:05:01.002517,AD1-A,2.97731,Meal_Preparation
2009-02-02 10:05:51.961407,M16,OFF,Meal_Preparation
2009-02-02 10:05:52.224308,M18,OFF,Meal_Preparation
2009-02-02 10:05:53.731858,M17,ON,Meal_Preparation
2009-02-02 10:05:59.419018,AD1-B,0.484304,Meal_Preparation
2009-02-02 10:06:01.058938,M13,ON,Meal_Preparation
2009-02-02 10:06:02.159077,M16,ON,Meal_Preparation
2009-02-02 10:06:02.362266,M17,OFF,Meal_Preparation
2009-02-02 10:06:08.481107,M17,OFF,Meal_Preparation
2009-02-02 10:06:09.799087,M16,ON,Meal_Preparation
2009-02-02 10:06:25.023517,M17,OFF,Meal_Preparation
2009-02-02 10:06:25.529858,AD1-A,3.03247,Meal_Preparation
2009-02-02 10:06:25.951218,D09,OPEN,Meal_Preparation
2009-02-02 10:06:26.168479,M17,ON,Meal_Preparation
2009-02-02 10:06:26.308820,M15,OFF,Meal_Preparation
2009-02-02 10:06:29.150700,M17,OFF,Meal_Preparation
2009-02-02 10:07:02.316869,M16,ON,Meal_Preparation
2009-02-02 10:07:03.503129,M16,OFF,Meal_Preparation
2009-02-02 10:07:03.958119,AD1-B,0.471882,Meal_Preparation
2009-02-02 10:07:06.596738,M19,OFF,Meal_Preparation
2009-02-02 10:07:10.694799,M19,OFF,Meal_Preparation
2009-02-02 10:07:15.579979,M07,ON,Meal_Preparation
2009-02-02 10:07:16.513129,AD1-B,0.0576181,Meal_Preparation
2009-02-02 10:07:17.877998,M15,ON,Meal_Preparation
2009-02-02 10:07:18.956808,M09,OFF,Meal_Preparation
2009-02-02 10:07:21.946879,AD1-A,3.10989,Meal_Preparation
2009-02-02 10:07:22.148799,AD1-B,0.513328,Meal_Preparation
2009-02-02 10:07:24.454079,M17,ON,Meal_Preparation
2009-02-02 10:07:24.743649,M16,OFF,Meal_Preparation
2009-02-02 10:07:24.891999,M51,ON,Meal_Preparation
2009-02-02 10:07:26.202298,AD1-A,2.80832,Meal_Preparation
2009-02-02 10:07:27.059429,M18,ON,Meal_Preparation
2009-02-02 10:07:27.441859,AD1-A,2.97372,Meal_Preparation
2009-02-02 10:07:29.514968,M17,OFF,Meal_Preparation
2009-02-02 10:07:32.383868,M11,ON,Meal_Preparation
2009-02-02 10:07:38.229028,M17,ON,Meal_Preparation
2009-02-02 10:07:40.967977,M13,OFF,Meal_Preparation
2009-02-02 10:07:44.008367,M15,ON,Meal_Preparation
2009-02-02 10:08:15.409318,M51,OFF,Meal_Preparation
2009-02-02 10:08:18.281488,M16,ON,Meal_Preparation
2009-02-02 10:08:20.513928,M21,OFF,Meal_Preparation
2009-02-02 10:08:35.849058,M21,ON,Meal_Preparation
